county_name,town_name,lat,lon,geometry,convenience_store_count,grocery_store_count,adb_sysdt
屏東縣,恆春鎮,21.91,120.85,"POLYGON ((120.845 21.905, 120.845 21.915, 120.855 21.915, 120.855 21.905, 120.845 21.905))",1,0,2026-02-04T14:59:48.291Z
屏東縣,恆春鎮,21.93,120.82,"POLYGON ((120.815 21.925, 120.815 21.935, 120.825 21.935, 120.825 21.925, 120.815 21.925))",1,0,2026-02-04T14:59:48.291Z
屏東縣,恆春鎮,21.94,120.8,"POLYGON ((120.795 21.935, 120.795 21.945, 120.805 21.945, 120.805 21.935, 120.795 21.935))",1,0,2026-02-04T14:59:48.291Z
屏東縣,恆春鎮,21.95,120.74,"POLYGON ((120.735 21.945, 120.735 21.955, 120.745 21.955, 120.745 21.945, 120.735 21.945))",3,0,2026-02-04T14:59:48.291Z
屏東縣,恆春鎮,21.95,120.78,"POLYGON ((120.775 21.945, 120.775 21.955, 120.785 21.955, 120.785 21.945, 120.775 21.945))",3,0,2026-02-04T14:59:48.291Z
屏東縣,恆春鎮,21.95,120.8,"POLYGON ((120.795 21.945, 120.795 21.955, 120.805 21.955, 120.805 21.945, 120.795 21.945))",3,0,2026-02-04T14:59:48.291Z
屏東縣,恆春鎮,21.96,120.77,"POLYGON ((120.765 21.955, 120.765 21.965, 120.775 21.965, 120.775 21.955, 120.765 21.955))",1,0,2026-02-04T14:59:48.291Z
屏東縣,恆春鎮,21.97,120.75,"POLYGON ((120.745 21.965, 120.745 21.975, 120.755 21.975, 120.755 21.965, 120.745 21.965))",1,0,2026-02-04T14:59:48.291Z
屏東縣,恆春鎮,21.98,120.78,"POLYGON ((120.775 21.975, 120.775 21.985, 120.785 21.985, 120.785 21.975, 120.775 21.975))",0,1,2026-02-04T14:59:48.291Z
屏東縣,恆春鎮,21.99,120.75,"POLYGON ((120.745 21.985, 120.745 21.995, 120.755 21.995, 120.755 21.985, 120.745 21.985))",1,0,2026-02-04T14:59:48.291Z
屏東縣,恆春鎮,22,120.74,"POLYGON ((120.735 21.995, 120.735 22.005, 120.745 22.005, 120.745 21.995, 120.735 21.995))",4,0,2026-02-04T14:59:48.291Z
屏東縣,恆春鎮,22,120.75,"POLYGON ((120.745 21.995, 120.745 22.005, 120.755 22.005, 120.755 21.995, 120.745 21.995))",1,1,2026-02-04T14:59:48.291Z
屏東縣,恆春鎮,22.01,120.74,"POLYGON ((120.735 22.005, 120.735 22.015, 120.745 22.015, 120.745 22.005, 120.735 22.005))",2,1,2026-02-04T14:59:48.291Z
屏東縣,恆春鎮,22.01,120.75,"POLYGON ((120.745 22.005, 120.745 22.015, 120.755 22.015, 120.755 22.005, 120.745 22.005))",1,0,2026-02-04T14:59:48.291Z
屏東縣,恆春鎮,22.02,120.74,"POLYGON ((120.735 22.015, 120.735 22.025, 120.745 22.025, 120.745 22.015, 120.735 22.015))",2,0,2026-02-04T14:59:48.291Z
屏東縣,滿州鄉,22.02,120.84,"POLYGON ((120.835 22.015, 120.835 22.025, 120.845 22.025, 120.845 22.015, 120.835 22.015))",1,0,2026-02-04T14:59:48.291Z
屏東縣,車城鄉,22.06,120.72,"POLYGON ((120.715 22.055, 120.715 22.065, 120.725 22.065, 120.725 22.055, 120.715 22.055))",2,0,2026-02-04T14:59:48.291Z
臺東縣,蘭嶼鄉,22.06,121.51,"POLYGON ((121.505 22.055, 121.505 22.065, 121.515 22.065, 121.515 22.055, 121.505 22.055))",1,0,2026-02-04T14:59:48.291Z
臺東縣,蘭嶼鄉,22.06,121.56,"POLYGON ((121.555 22.055, 121.555 22.065, 121.565 22.065, 121.565 22.055, 121.555 22.055))",1,0,2026-02-04T14:59:48.291Z
屏東縣,車城鄉,22.07,120.71,"POLYGON ((120.705 22.065, 120.705 22.075, 120.715 22.075, 120.715 22.065, 120.705 22.065))",4,0,2026-02-04T14:59:48.291Z
屏東縣,車城鄉,22.08,120.72,"POLYGON ((120.715 22.075, 120.715 22.085, 120.725 22.085, 120.725 22.075, 120.715 22.075))",1,1,2026-02-04T14:59:48.291Z
屏東縣,車城鄉,22.09,120.75,"POLYGON ((120.745 22.085, 120.745 22.095, 120.755 22.095, 120.755 22.085, 120.745 22.085))",1,0,2026-02-04T14:59:48.291Z
屏東縣,牡丹鄉,22.13,120.77,"POLYGON ((120.765 22.125, 120.765 22.135, 120.775 22.135, 120.775 22.125, 120.765 22.125))",2,0,2026-02-04T14:59:48.291Z
屏東縣,枋山鄉,22.2,120.69,"POLYGON ((120.685 22.195, 120.685 22.205, 120.695 22.205, 120.695 22.195, 120.685 22.195))",2,0,2026-02-04T14:59:48.291Z
屏東縣,獅子鄉,22.22,120.79,"POLYGON ((120.785 22.215, 120.785 22.225, 120.795 22.225, 120.795 22.215, 120.785 22.215))",1,0,2026-02-04T14:59:48.291Z
屏東縣,枋山鄉,22.24,120.66,"POLYGON ((120.655 22.235, 120.655 22.245, 120.665 22.245, 120.665 22.235, 120.655 22.235))",2,0,2026-02-04T14:59:48.291Z
屏東縣,枋山鄉,22.25,120.66,"POLYGON ((120.655 22.245, 120.655 22.255, 120.665 22.255, 120.665 22.245, 120.655 22.245))",1,0,2026-02-04T14:59:48.291Z
屏東縣,枋山鄉,22.26,120.65,"POLYGON ((120.645 22.255, 120.645 22.265, 120.655 22.265, 120.655 22.255, 120.645 22.255))",1,0,2026-02-04T14:59:48.291Z
臺東縣,達仁鄉,22.29,120.88,"POLYGON ((120.875 22.285, 120.875 22.295, 120.885 22.295, 120.885 22.285, 120.875 22.285))",1,0,2026-02-04T14:59:48.291Z
屏東縣,枋山鄉,22.32,120.63,"POLYGON ((120.625 22.315, 120.625 22.325, 120.635 22.325, 120.635 22.315, 120.625 22.315))",1,0,2026-02-04T14:59:48.291Z
屏東縣,枋山鄉,22.33,120.62,"POLYGON ((120.615 22.325, 120.615 22.335, 120.625 22.335, 120.625 22.325, 120.615 22.325))",1,0,2026-02-04T14:59:48.291Z
屏東縣,琉球鄉,22.34,120.37,"POLYGON ((120.365 22.335, 120.365 22.345, 120.375 22.345, 120.375 22.335, 120.365 22.335))",1,0,2026-02-04T14:59:48.291Z
臺東縣,大武鄉,22.34,120.89,"POLYGON ((120.885 22.335, 120.885 22.345, 120.895 22.345, 120.895 22.335, 120.885 22.335))",1,0,2026-02-04T14:59:48.291Z
屏東縣,琉球鄉,22.35,120.38,"POLYGON ((120.375 22.345, 120.375 22.355, 120.385 22.355, 120.385 22.345, 120.375 22.345))",2,0,2026-02-04T14:59:48.291Z
屏東縣,枋寮鄉,22.36,120.6,"POLYGON ((120.595 22.355, 120.595 22.365, 120.605 22.365, 120.605 22.355, 120.595 22.355))",2,0,2026-02-04T14:59:48.291Z
臺東縣,大武鄉,22.36,120.91,"POLYGON ((120.905 22.355, 120.905 22.365, 120.915 22.365, 120.915 22.355, 120.905 22.355))",1,0,2026-02-04T14:59:48.291Z
屏東縣,枋寮鄉,22.37,120.59,"POLYGON ((120.585 22.365, 120.585 22.375, 120.595 22.375, 120.595 22.365, 120.585 22.365))",2,1,2026-02-04T14:59:48.291Z
屏東縣,枋寮鄉,22.37,120.6,"POLYGON ((120.595 22.365, 120.595 22.375, 120.605 22.375, 120.605 22.365, 120.595 22.365))",1,0,2026-02-04T14:59:48.291Z
屏東縣,枋寮鄉,22.37,120.61,"POLYGON ((120.605 22.365, 120.605 22.375, 120.615 22.375, 120.615 22.365, 120.605 22.365))",1,0,2026-02-04T14:59:48.291Z
屏東縣,枋寮鄉,22.38,120.6,"POLYGON ((120.595 22.375, 120.595 22.385, 120.605 22.385, 120.605 22.375, 120.595 22.375))",1,0,2026-02-04T14:59:48.291Z
屏東縣,枋寮鄉,22.39,120.6,"POLYGON ((120.595 22.385, 120.595 22.395, 120.605 22.395, 120.605 22.385, 120.595 22.385))",2,0,2026-02-04T14:59:48.291Z
屏東縣,枋寮鄉,22.4,120.57,"POLYGON ((120.565 22.395, 120.565 22.405, 120.575 22.405, 120.575 22.395, 120.565 22.395))",1,0,2026-02-04T14:59:48.291Z
屏東縣,枋寮鄉,22.4,120.58,"POLYGON ((120.575 22.395, 120.575 22.405, 120.585 22.405, 120.585 22.395, 120.575 22.395))",1,0,2026-02-04T14:59:48.291Z
屏東縣,佳冬鄉,22.41,120.55,"POLYGON ((120.545 22.405, 120.545 22.415, 120.555 22.415, 120.555 22.405, 120.545 22.405))",1,0,2026-02-04T14:59:48.291Z
屏東縣,佳冬鄉,22.41,120.56,"POLYGON ((120.555 22.405, 120.555 22.415, 120.565 22.415, 120.565 22.405, 120.555 22.405))",1,0,2026-02-04T14:59:48.291Z
屏東縣,林邊鄉,22.43,120.52,"POLYGON ((120.515 22.425, 120.515 22.435, 120.525 22.435, 120.525 22.425, 120.515 22.425))",2,0,2026-02-04T14:59:48.291Z
屏東縣,佳冬鄉,22.43,120.56,"POLYGON ((120.555 22.425, 120.555 22.435, 120.565 22.435, 120.565 22.425, 120.555 22.425))",2,1,2026-02-04T14:59:48.291Z
屏東縣,春日鄉,22.43,120.63,"POLYGON ((120.625 22.425, 120.625 22.435, 120.635 22.435, 120.635 22.425, 120.625 22.425))",1,0,2026-02-04T14:59:48.291Z
屏東縣,林邊鄉,22.44,120.51,"POLYGON ((120.505 22.435, 120.505 22.445, 120.515 22.445, 120.515 22.435, 120.505 22.435))",2,0,2026-02-04T14:59:48.291Z
屏東縣,林邊鄉,22.44,120.52,"POLYGON ((120.515 22.435, 120.515 22.445, 120.525 22.445, 120.525 22.435, 120.515 22.435))",1,1,2026-02-04T14:59:48.291Z
屏東縣,東港鎮,22.45,120.49,"POLYGON ((120.485 22.445, 120.485 22.455, 120.495 22.455, 120.495 22.445, 120.485 22.445))",1,0,2026-02-04T14:59:48.291Z
屏東縣,佳冬鄉,22.45,120.56,"POLYGON ((120.555 22.445, 120.555 22.455, 120.565 22.455, 120.565 22.445, 120.555 22.445))",1,0,2026-02-04T14:59:48.291Z
屏東縣,東港鎮,22.46,120.44,"POLYGON ((120.435 22.455, 120.435 22.465, 120.445 22.465, 120.445 22.455, 120.435 22.455))",1,0,2026-02-04T14:59:48.291Z
屏東縣,東港鎮,22.46,120.45,"POLYGON ((120.445 22.455, 120.445 22.465, 120.455 22.465, 120.455 22.455, 120.445 22.455))",2,0,2026-02-04T14:59:48.291Z
屏東縣,東港鎮,22.46,120.46,"POLYGON ((120.455 22.455, 120.455 22.465, 120.465 22.465, 120.465 22.455, 120.455 22.455))",1,0,2026-02-04T14:59:48.291Z
屏東縣,東港鎮,22.46,120.47,"POLYGON ((120.465 22.455, 120.465 22.465, 120.475 22.465, 120.475 22.455, 120.465 22.455))",1,0,2026-02-04T14:59:48.291Z
屏東縣,新園鄉,22.47,120.44,"POLYGON ((120.435 22.465, 120.435 22.475, 120.445 22.475, 120.445 22.465, 120.435 22.465))",4,0,2026-02-04T14:59:48.291Z
屏東縣,東港鎮,22.47,120.45,"POLYGON ((120.445 22.465, 120.445 22.475, 120.455 22.475, 120.455 22.465, 120.445 22.465))",5,1,2026-02-04T14:59:48.291Z
屏東縣,東港鎮,22.47,120.46,"POLYGON ((120.455 22.465, 120.455 22.475, 120.465 22.475, 120.465 22.465, 120.455 22.465))",5,1,2026-02-04T14:59:48.291Z
屏東縣,新埤鄉,22.47,120.55,"POLYGON ((120.545 22.465, 120.545 22.475, 120.555 22.475, 120.555 22.465, 120.545 22.465))",1,1,2026-02-04T14:59:48.291Z
高雄市,林園區,22.48,120.41,"POLYGON ((120.405 22.475, 120.405 22.485, 120.415 22.485, 120.415 22.475, 120.405 22.475))",1,0,2026-02-04T14:59:48.291Z
屏東縣,新園鄉,22.48,120.44,"POLYGON ((120.435 22.475, 120.435 22.485, 120.445 22.485, 120.445 22.475, 120.435 22.475))",3,0,2026-02-04T14:59:48.291Z
屏東縣,新園鄉,22.48,120.46,"POLYGON ((120.455 22.475, 120.455 22.485, 120.465 22.485, 120.465 22.475, 120.455 22.475))",1,0,2026-02-04T14:59:48.291Z
屏東縣,東港鎮,22.48,120.47,"POLYGON ((120.465 22.475, 120.465 22.485, 120.475 22.485, 120.475 22.475, 120.465 22.475))",2,1,2026-02-04T14:59:48.291Z
屏東縣,南州鄉,22.48,120.54,"POLYGON ((120.535 22.475, 120.535 22.485, 120.545 22.485, 120.545 22.475, 120.535 22.475))",1,0,2026-02-04T14:59:48.291Z
高雄市,林園區,22.49,120.4,"POLYGON ((120.395 22.485, 120.395 22.495, 120.405 22.495, 120.405 22.485, 120.395 22.485))",4,1,2026-02-04T14:59:48.291Z
屏東縣,新園鄉,22.49,120.46,"POLYGON ((120.455 22.485, 120.455 22.495, 120.465 22.495, 120.465 22.485, 120.455 22.485))",1,0,2026-02-04T14:59:48.291Z
屏東縣,東港鎮,22.49,120.48,"POLYGON ((120.475 22.485, 120.475 22.495, 120.485 22.495, 120.485 22.485, 120.475 22.485))",1,0,2026-02-04T14:59:48.291Z
屏東縣,東港鎮,22.49,120.49,"POLYGON ((120.485 22.485, 120.485 22.495, 120.495 22.495, 120.495 22.485, 120.485 22.485))",1,0,2026-02-04T14:59:48.291Z
屏東縣,南州鄉,22.49,120.51,"POLYGON ((120.505 22.485, 120.505 22.495, 120.515 22.495, 120.515 22.485, 120.505 22.485))",3,1,2026-02-04T14:59:48.291Z
屏東縣,南州鄉,22.49,120.54,"POLYGON ((120.535 22.485, 120.535 22.495, 120.545 22.495, 120.545 22.485, 120.535 22.485))",1,0,2026-02-04T14:59:48.291Z
屏東縣,新埤鄉,22.49,120.58,"POLYGON ((120.575 22.485, 120.575 22.495, 120.585 22.495, 120.585 22.485, 120.575 22.485))",1,0,2026-02-04T14:59:48.291Z
高雄市,林園區,22.5,120.37,"POLYGON ((120.365 22.495, 120.365 22.505, 120.375 22.505, 120.375 22.495, 120.365 22.495))",1,0,2026-02-04T14:59:48.291Z
高雄市,林園區,22.5,120.38,"POLYGON ((120.375 22.495, 120.375 22.505, 120.385 22.505, 120.385 22.495, 120.375 22.495))",3,0,2026-02-04T14:59:48.291Z
高雄市,林園區,22.5,120.39,"POLYGON ((120.385 22.495, 120.385 22.505, 120.395 22.505, 120.395 22.495, 120.385 22.495))",6,1,2026-02-04T14:59:48.291Z
高雄市,林園區,22.5,120.4,"POLYGON ((120.395 22.495, 120.395 22.505, 120.405 22.505, 120.405 22.495, 120.395 22.495))",2,0,2026-02-04T14:59:48.291Z
屏東縣,新埤鄉,22.5,120.57,"POLYGON ((120.565 22.495, 120.565 22.505, 120.575 22.505, 120.575 22.495, 120.565 22.495))",1,0,2026-02-04T14:59:48.291Z
高雄市,林園區,22.51,120.39,"POLYGON ((120.385 22.505, 120.385 22.515, 120.395 22.515, 120.395 22.505, 120.385 22.505))",4,0,2026-02-04T14:59:48.291Z
高雄市,林園區,22.51,120.41,"POLYGON ((120.405 22.505, 120.405 22.515, 120.415 22.515, 120.415 22.505, 120.405 22.505))",1,0,2026-02-04T14:59:48.291Z
屏東縣,新園鄉,22.51,120.44,"POLYGON ((120.435 22.505, 120.435 22.515, 120.445 22.515, 120.445 22.505, 120.435 22.505))",1,0,2026-02-04T14:59:48.291Z
屏東縣,崁頂鄉,22.51,120.51,"POLYGON ((120.505 22.505, 120.505 22.515, 120.515 22.515, 120.515 22.505, 120.505 22.505))",1,1,2026-02-04T14:59:48.291Z
屏東縣,潮州鎮,22.51,120.53,"POLYGON ((120.525 22.505, 120.525 22.515, 120.535 22.515, 120.535 22.505, 120.525 22.505))",1,0,2026-02-04T14:59:48.291Z
高雄市,林園區,22.52,120.4,"POLYGON ((120.395 22.515, 120.395 22.525, 120.405 22.525, 120.405 22.515, 120.395 22.515))",0,2,2026-02-04T14:59:48.291Z
屏東縣,新園鄉,22.52,120.45,"POLYGON ((120.445 22.515, 120.445 22.525, 120.455 22.525, 120.455 22.515, 120.445 22.515))",1,0,2026-02-04T14:59:48.291Z
屏東縣,崁頂鄉,22.52,120.52,"POLYGON ((120.515 22.515, 120.515 22.525, 120.525 22.525, 120.525 22.515, 120.515 22.515))",1,0,2026-02-04T14:59:48.291Z
屏東縣,潮州鎮,22.52,120.56,"POLYGON ((120.555 22.515, 120.555 22.525, 120.565 22.525, 120.565 22.515, 120.555 22.515))",1,0,2026-02-04T14:59:48.291Z
高雄市,小港區,22.53,120.34,"POLYGON ((120.335 22.525, 120.335 22.535, 120.345 22.535, 120.345 22.525, 120.335 22.525))",1,0,2026-02-04T14:59:48.291Z
高雄市,小港區,22.53,120.35,"POLYGON ((120.345 22.525, 120.345 22.535, 120.355 22.535, 120.355 22.525, 120.345 22.525))",2,0,2026-02-04T14:59:48.291Z
高雄市,林園區,22.53,120.4,"POLYGON ((120.395 22.525, 120.395 22.535, 120.405 22.535, 120.405 22.525, 120.395 22.525))",1,0,2026-02-04T14:59:48.291Z
屏東縣,新園鄉,22.53,120.45,"POLYGON ((120.445 22.525, 120.445 22.535, 120.455 22.535, 120.455 22.525, 120.445 22.525))",1,0,2026-02-04T14:59:48.291Z
屏東縣,萬巒鄉,22.53,120.62,"POLYGON ((120.615 22.525, 120.615 22.535, 120.625 22.535, 120.625 22.525, 120.615 22.525))",1,0,2026-02-04T14:59:48.291Z
屏東縣,來義鄉,22.53,120.63,"POLYGON ((120.625 22.525, 120.625 22.535, 120.635 22.535, 120.635 22.525, 120.625 22.525))",1,0,2026-02-04T14:59:48.291Z
臺東縣,太麻里鄉,22.53,120.96,"POLYGON ((120.955 22.525, 120.955 22.535, 120.965 22.535, 120.965 22.525, 120.955 22.525))",1,0,2026-02-04T14:59:48.291Z
高雄市,小港區,22.54,120.37,"POLYGON ((120.365 22.535, 120.365 22.545, 120.375 22.545, 120.375 22.535, 120.365 22.535))",1,0,2026-02-04T14:59:48.291Z
高雄市,小港區,22.54,120.38,"POLYGON ((120.375 22.535, 120.375 22.545, 120.385 22.545, 120.385 22.535, 120.375 22.535))",1,0,2026-02-04T14:59:48.291Z
高雄市,大寮區,22.54,120.4,"POLYGON ((120.395 22.535, 120.395 22.545, 120.405 22.545, 120.405 22.535, 120.395 22.535))",1,0,2026-02-04T14:59:48.291Z
高雄市,大寮區,22.54,120.41,"POLYGON ((120.405 22.535, 120.405 22.545, 120.415 22.545, 120.415 22.535, 120.405 22.535))",1,0,2026-02-04T14:59:48.291Z
屏東縣,新園鄉,22.54,120.46,"POLYGON ((120.455 22.535, 120.455 22.545, 120.465 22.545, 120.465 22.535, 120.455 22.535))",1,1,2026-02-04T14:59:48.291Z
屏東縣,崁頂鄉,22.54,120.51,"POLYGON ((120.505 22.535, 120.505 22.545, 120.515 22.545, 120.515 22.535, 120.505 22.535))",1,0,2026-02-04T14:59:48.291Z
屏東縣,潮州鎮,22.54,120.53,"POLYGON ((120.525 22.535, 120.525 22.545, 120.535 22.545, 120.535 22.535, 120.525 22.535))",1,0,2026-02-04T14:59:48.291Z
屏東縣,潮州鎮,22.54,120.54,"POLYGON ((120.535 22.535, 120.535 22.545, 120.545 22.545, 120.545 22.535, 120.535 22.535))",5,1,2026-02-04T14:59:48.291Z
屏東縣,潮州鎮,22.54,120.55,"POLYGON ((120.545 22.535, 120.545 22.545, 120.555 22.545, 120.555 22.535, 120.545 22.535))",2,0,2026-02-04T14:59:48.291Z
高雄市,大寮區,22.55,120.42,"POLYGON ((120.415 22.545, 120.415 22.555, 120.425 22.555, 120.425 22.545, 120.415 22.545))",1,0,2026-02-04T14:59:48.291Z
屏東縣,新園鄉,22.55,120.47,"POLYGON ((120.465 22.545, 120.465 22.555, 120.475 22.555, 120.475 22.545, 120.465 22.545))",1,0,2026-02-04T14:59:48.291Z
屏東縣,潮州鎮,22.55,120.53,"POLYGON ((120.525 22.545, 120.525 22.555, 120.535 22.555, 120.535 22.545, 120.525 22.545))",1,1,2026-02-04T14:59:48.291Z
屏東縣,潮州鎮,22.55,120.54,"POLYGON ((120.535 22.545, 120.535 22.555, 120.545 22.555, 120.545 22.545, 120.535 22.545))",7,0,2026-02-04T14:59:48.291Z
屏東縣,潮州鎮,22.55,120.55,"POLYGON ((120.545 22.545, 120.545 22.555, 120.555 22.555, 120.555 22.545, 120.545 22.545))",3,1,2026-02-04T14:59:48.291Z
屏東縣,潮州鎮,22.55,120.58,"POLYGON ((120.575 22.545, 120.575 22.555, 120.585 22.555, 120.585 22.545, 120.575 22.545))",1,0,2026-02-04T14:59:48.291Z
高雄市,小港區,22.56,120.33,"POLYGON ((120.325 22.555, 120.325 22.565, 120.335 22.565, 120.335 22.555, 120.325 22.555))",1,0,2026-02-04T14:59:48.291Z
高雄市,小港區,22.56,120.34,"POLYGON ((120.335 22.555, 120.335 22.565, 120.345 22.565, 120.345 22.555, 120.335 22.555))",2,1,2026-02-04T14:59:48.291Z
高雄市,小港區,22.56,120.35,"POLYGON ((120.345 22.555, 120.345 22.565, 120.355 22.565, 120.355 22.555, 120.345 22.555))",2,1,2026-02-04T14:59:48.291Z
高雄市,小港區,22.56,120.36,"POLYGON ((120.355 22.555, 120.355 22.565, 120.365 22.565, 120.365 22.555, 120.355 22.555))",1,0,2026-02-04T14:59:48.291Z
高雄市,小港區,22.56,120.37,"POLYGON ((120.365 22.555, 120.365 22.565, 120.375 22.565, 120.375 22.555, 120.365 22.555))",3,0,2026-02-04T14:59:48.291Z
高雄市,小港區,22.56,120.38,"POLYGON ((120.375 22.555, 120.375 22.565, 120.385 22.565, 120.385 22.555, 120.375 22.555))",2,0,2026-02-04T14:59:48.291Z
高雄市,小港區,22.56,120.39,"POLYGON ((120.385 22.555, 120.385 22.565, 120.395 22.565, 120.395 22.555, 120.385 22.555))",1,0,2026-02-04T14:59:48.291Z
高雄市,大寮區,22.56,120.41,"POLYGON ((120.405 22.555, 120.405 22.565, 120.415 22.565, 120.415 22.555, 120.405 22.555))",2,0,2026-02-04T14:59:48.291Z
高雄市,大寮區,22.56,120.43,"POLYGON ((120.425 22.555, 120.425 22.565, 120.435 22.565, 120.435 22.555, 120.425 22.555))",1,0,2026-02-04T14:59:48.291Z
屏東縣,萬丹鄉,22.56,120.48,"POLYGON ((120.475 22.555, 120.475 22.565, 120.485 22.565, 120.485 22.555, 120.475 22.555))",1,0,2026-02-04T14:59:48.291Z
屏東縣,萬丹鄉,22.56,120.49,"POLYGON ((120.485 22.555, 120.485 22.565, 120.495 22.565, 120.495 22.555, 120.485 22.555))",2,0,2026-02-04T14:59:48.291Z
屏東縣,潮州鎮,22.56,120.54,"POLYGON ((120.535 22.555, 120.535 22.565, 120.545 22.565, 120.545 22.555, 120.535 22.555))",5,1,2026-02-04T14:59:48.291Z
屏東縣,潮州鎮,22.56,120.55,"POLYGON ((120.545 22.555, 120.545 22.565, 120.555 22.565, 120.555 22.555, 120.545 22.555))",1,0,2026-02-04T14:59:48.291Z
高雄市,前鎮區,22.57,120.32,"POLYGON ((120.315 22.565, 120.315 22.575, 120.325 22.575, 120.325 22.565, 120.315 22.565))",5,0,2026-02-04T14:59:48.291Z
高雄市,小港區,22.57,120.33,"POLYGON ((120.325 22.565, 120.325 22.575, 120.335 22.575, 120.335 22.565, 120.325 22.565))",6,0,2026-02-04T14:59:48.291Z
高雄市,小港區,22.57,120.34,"POLYGON ((120.335 22.565, 120.335 22.575, 120.345 22.575, 120.345 22.565, 120.335 22.565))",2,1,2026-02-04T14:59:48.291Z
高雄市,小港區,22.57,120.35,"POLYGON ((120.345 22.565, 120.345 22.575, 120.355 22.575, 120.355 22.565, 120.345 22.565))",9,0,2026-02-04T14:59:48.291Z
高雄市,小港區,22.57,120.36,"POLYGON ((120.355 22.565, 120.355 22.575, 120.365 22.575, 120.365 22.565, 120.355 22.565))",7,3,2026-02-04T14:59:48.291Z
高雄市,小港區,22.57,120.37,"POLYGON ((120.365 22.565, 120.365 22.575, 120.375 22.575, 120.375 22.565, 120.365 22.565))",8,1,2026-02-04T14:59:48.291Z
高雄市,大寮區,22.57,120.43,"POLYGON ((120.425 22.565, 120.425 22.575, 120.435 22.575, 120.435 22.565, 120.425 22.565))",1,0,2026-02-04T14:59:48.291Z
屏東縣,萬丹鄉,22.57,120.48,"POLYGON ((120.475 22.565, 120.475 22.575, 120.485 22.575, 120.485 22.565, 120.475 22.565))",1,0,2026-02-04T14:59:48.291Z
屏東縣,竹田鄉,22.57,120.52,"POLYGON ((120.515 22.565, 120.515 22.575, 120.525 22.575, 120.525 22.565, 120.515 22.565))",1,0,2026-02-04T14:59:48.291Z
屏東縣,萬巒鄉,22.57,120.57,"POLYGON ((120.565 22.565, 120.565 22.575, 120.575 22.575, 120.575 22.565, 120.565 22.565))",3,0,2026-02-04T14:59:48.291Z
屏東縣,萬巒鄉,22.57,120.6,"POLYGON ((120.595 22.565, 120.595 22.575, 120.605 22.575, 120.605 22.565, 120.595 22.565))",1,0,2026-02-04T14:59:48.291Z
高雄市,前鎮區,22.58,120.32,"POLYGON ((120.315 22.575, 120.315 22.585, 120.325 22.585, 120.325 22.575, 120.315 22.575))",5,1,2026-02-04T14:59:48.291Z
高雄市,前鎮區,22.58,120.33,"POLYGON ((120.325 22.575, 120.325 22.585, 120.335 22.585, 120.335 22.575, 120.325 22.575))",2,0,2026-02-04T14:59:48.291Z
高雄市,小港區,22.58,120.35,"POLYGON ((120.345 22.575, 120.345 22.585, 120.355 22.585, 120.355 22.575, 120.345 22.575))",4,0,2026-02-04T14:59:48.291Z
高雄市,小港區,22.58,120.36,"POLYGON ((120.355 22.575, 120.355 22.585, 120.365 22.585, 120.365 22.575, 120.355 22.575))",4,0,2026-02-04T14:59:48.291Z
高雄市,小港區,22.58,120.37,"POLYGON ((120.365 22.575, 120.365 22.585, 120.375 22.585, 120.375 22.575, 120.365 22.575))",2,0,2026-02-04T14:59:48.291Z
高雄市,大寮區,22.58,120.42,"POLYGON ((120.415 22.575, 120.415 22.585, 120.425 22.585, 120.425 22.575, 120.415 22.575))",1,0,2026-02-04T14:59:48.291Z
高雄市,大寮區,22.58,120.43,"POLYGON ((120.425 22.575, 120.425 22.585, 120.435 22.585, 120.435 22.575, 120.425 22.575))",1,0,2026-02-04T14:59:48.291Z
屏東縣,萬丹鄉,22.58,120.49,"POLYGON ((120.485 22.575, 120.485 22.585, 120.495 22.585, 120.495 22.575, 120.485 22.575))",2,0,2026-02-04T14:59:48.291Z
屏東縣,竹田鄉,22.58,120.54,"POLYGON ((120.535 22.575, 120.535 22.585, 120.545 22.585, 120.545 22.575, 120.535 22.575))",1,0,2026-02-04T14:59:48.291Z
屏東縣,萬巒鄉,22.58,120.57,"POLYGON ((120.565 22.575, 120.565 22.585, 120.575 22.585, 120.575 22.575, 120.565 22.575))",0,1,2026-02-04T14:59:48.291Z
高雄市,旗津區,22.59,120.29,"POLYGON ((120.285 22.585, 120.285 22.595, 120.295 22.595, 120.295 22.585, 120.285 22.585))",0,1,2026-02-04T14:59:48.291Z
高雄市,前鎮區,22.59,120.31,"POLYGON ((120.305 22.585, 120.305 22.595, 120.315 22.595, 120.315 22.585, 120.305 22.585))",7,0,2026-02-04T14:59:48.291Z
高雄市,前鎮區,22.59,120.32,"POLYGON ((120.315 22.585, 120.315 22.595, 120.325 22.595, 120.325 22.585, 120.315 22.585))",4,2,2026-02-04T14:59:48.291Z
高雄市,鳳山區,22.59,120.33,"POLYGON ((120.325 22.585, 120.325 22.595, 120.335 22.595, 120.335 22.585, 120.325 22.585))",7,0,2026-02-04T14:59:48.291Z
高雄市,鳳山區,22.59,120.34,"POLYGON ((120.335 22.585, 120.335 22.595, 120.345 22.595, 120.345 22.585, 120.335 22.585))",7,2,2026-02-04T14:59:48.291Z
高雄市,鳳山區,22.59,120.35,"POLYGON ((120.345 22.585, 120.345 22.595, 120.355 22.595, 120.355 22.585, 120.345 22.585))",1,1,2026-02-04T14:59:48.291Z
