tgos_id,company_id,company_name,store_name,store_address,store_status,store_create_date,store_update_date,longitude,latitude
1,16740494,全聯實業股份有限公司,關西中山東分公司,新竹縣關西鎮東安里中山東路26號,1,1131001,1141209,121.183492,24.789389
2,16740494,全聯實業股份有限公司,鳳山五甲二分公司,高雄市鳳山區南和里五甲二路505、507號,1,1131203,       ,120.331104,22.595289
3,16740494,全聯實業股份有限公司,龍山捷運分公司,臺北市萬華區富福里和平西路三段120號地下一層,1,1140206,1141009,121.499812,25.035011
5,16740494,全聯實業股份有限公司,三重成功分公司,新北市三重區福德里成功路110號地下室,1,1131203,       ,121.487095,25.05159
6,16740494,全聯實業股份有限公司,中壢永順分公司,桃園市中壢區洽溪里永順一街126號及永春路105號,1,1130919,       ,121.206661,25.012194
7,16740494,全聯實業股份有限公司,觀音莊敬分公司,桃園市觀音區草漯里莊敬路186號1樓,1,1130919,1140307,121.135445,25.04492
8,16740494,全聯實業股份有限公司,大雅永和分公司,臺中市大雅區文雅里永和路136-8、136-9號,1,1131204,1140506,120.644617,24.221655
9,16740494,全聯實業股份有限公司,豐原豐勢分公司,臺中市豐原區翁子里豐勢路二段199、201號,1,1140113,       ,120.752887,24.271999
10,16740494,全聯實業股份有限公司,永和永平分公司,新北市永和區前溪里永平路26號1樓及地下1樓,1,1131203,       ,121.513293,25.008956
11,16740494,全聯實業股份有限公司,觀音中山東分公司,桃園市觀音區富源里中山東路二段945號,1,1131112,1140206,121.149107,24.964224
12,16740494,全聯實業股份有限公司,新城北埔分公司,花蓮縣新城鄉北埔村北埔路103、103-1號,1,1140306,       ,121.602976,24.035246
13,16740494,全聯實業股份有限公司,林園石化三分公司,高雄市林園區中芸里石化三路351號1樓,1,1131001,       ,120.396153,22.490182
14,16740494,全聯實業股份有限公司,內湖康寧分公司,臺北市內湖區安湖里東湖路1號1、2樓,1,1140108,       ,121.612365,25.069101
15,16740494,全聯實業股份有限公司,台中分公司,臺中市北區忠明路499號1樓、2樓、地下1樓,1,0861201,1140721,120.672005,24.163468
16,16740494,全聯實業股份有限公司,北投捷運分公司,臺北市北投路2段11號地下1樓,1,0870908,1120904,121.498724,25.130672
19,16740494,全聯實業股份有限公司,彰化鹿港分公司,彰化縣鹿港鎮復興路210號,1,0870908,0970220,120.438458,24.054807
20,16740494,全聯實業股份有限公司,花蓮國聯分公司,花蓮縣花蓮市國聯二路110號,1,0870908,1120605,121.60199,23.988948
21,16740494,全聯實業股份有限公司,玉里和平分公司,花蓮縣玉里鎮和平路92號,1,0870908,1121106,121.314179,23.333416
23,16740494,全聯實業股份有限公司,豐原成功分公司,臺中市豐原區成功路198號,1,0870908,1100708,120.708896,24.245788
24,16740494,全聯實業股份有限公司,台中大智分公司,臺中市東區大智路３５０巷２號１樓,1,0870908,1111206,120.690016,24.129314
25,16740494,全聯實業股份有限公司,霧峰民生分公司,臺中市霧峰區民生路75號1樓,1,0870908,1100510,120.700019,24.064492
27,16740494,全聯實業股份有限公司,台中沙鹿分公司,臺中市沙鹿區大同街119-1號1樓,1,0870908,1040420,120.5588,24.239491
29,16740494,全聯實業股份有限公司,新營復興分公司,臺南市新營區復興路150-3號1樓,1,0870908,1140502,120.307843,23.30319
31,16740494,全聯實業股份有限公司,基隆七堵分公司,基隆市七堵區南興路106號,1,0870908,1130604,121.712121,25.09653
33,16740494,全聯實業股份有限公司,內湖港墘分公司,臺北市內湖區港墘路127巷10號地下1層,1,0870908,1111007,121.576916,25.077871
35,16740494,全聯實業股份有限公司,光復中山分公司,花蓮縣光復鄉中山路二段299-1、299-2號1樓,1,0880122,1140407,121.424387,23.667601
37,16740494,全聯實業股份有限公司,沙鹿中山分公司,臺中市沙鹿區鹿寮里中山路434號1樓,1,0880122,1110318,120.562074,24.243957
38,16740494,全聯實業股份有限公司,斗六莊敬分公司,雲林縣斗六市林頭里莊敬路43號,1,0880122,1110620,120.55063,23.70386
39,16740494,全聯實業股份有限公司,虎尾新興分公司,雲林縣虎尾鎮光復路503-8號1樓,1,0880122,1140609,120.433175,23.711303
43,16740494,全聯實業股份有限公司,嘉義吳鳳分公司,嘉義市東區吳鳳南路529號1樓,1,0880212,1051223,120.457269,23.461068
44,16740494,全聯實業股份有限公司,鳳山光復分公司,高雄市鳳山區光復路107號,1,0880212,1081015,120.359222,22.628875
46,16740494,全聯實業股份有限公司,蘆洲民族分公司,新北市蘆洲區水湳街74號1、2樓,1,0880426,1110906,121.470505,25.089988
47,16740494,全聯實業股份有限公司,台南歸仁分公司,臺南市歸仁區新厝村6鄰復興路87號1樓,1,0880622,1070323,120.295676,22.965312
48,16740494,全聯實業股份有限公司,中山吉林分公司,臺北市中山區吉林路213、215、217、219號1樓,1,0880622,1121201,121.53041,25.06046
49,16740494,全聯實業股份有限公司,新店北新分公司,新北市新店區北新路2段252號地下1層,1,0880716,1100709,121.542927,24.978014
50,16740494,全聯實業股份有限公司,學甲華宗分公司,臺南市學甲區華宗路501號,1,1040331,1131209,120.182558,23.236052
51,16740494,全聯實業股份有限公司,楊梅瑞溪分公司,桃園市楊梅區瑞溪路2段161、163號,1,1040410,1090213,121.182372,24.910087
52,16740494,全聯實業股份有限公司,沙鹿屏西分公司,臺中市沙鹿區鎮南路2段46號,1,1040410,1050309,120.570885,24.217489
53,16740494,全聯實業股份有限公司,高雄中泰分公司,高雄市楠梓區右昌街543號,1,1040413,1080610,120.286326,22.717275
54,16740494,全聯實業股份有限公司,三民鼎中分公司,高雄市三民區鼎中路668號1樓、2樓,1,1040417,1101103,120.321803,22.673504
55,16740494,全聯實業股份有限公司,國姓中興分公司,南投縣國姓鄉石門村中興路72號及成功街23號,1,1040428,1120307,120.857158,24.042196
56,16740494,全聯實業股份有限公司,永康中山南分公司,臺南市永康區中山南路451號,1,1040429,1130301,120.24768,23.021453
57,16740494,全聯實業股份有限公司,台南夏林分公司,臺南市南區夏林路71號,1,1040430,       ,120.195313,22.982914
59,16740494,全聯實業股份有限公司,新竹南寮分公司,新竹市北區南寮里西濱路1段448號,1,1040507,1090513,120.932874,24.841035
60,16740494,全聯實業股份有限公司,新莊幸福分公司,新北市新莊區幸福路501、503號,1,1040522,1081111,121.442637,25.049113
61,16740494,全聯實業股份有限公司,新竹武陵分公司,新竹市北區武陵路157-1號,1,1040604,1130509,120.967687,24.82062
62,16740494,全聯實業股份有限公司,民雄大學分公司,嘉義縣民雄鄉大學路3段218、220、222號,1,1040611,1090615,120.434676,23.554959
63,16740494,全聯實業股份有限公司,萬巒褒忠分公司,屏東縣萬巒鄉萬巒村褒忠路229-1號,1,1040610,1120210,120.56764,22.575513
65,16740494,全聯實業股份有限公司,頭份中華分公司,苗栗縣頭份市中華路818號,1,1040616,1091006,120.904349,24.682117
66,16740494,全聯實業股份有限公司,仁德中清分公司,臺南市仁德區中清路167、169號,1,1040617,1050314,120.25641,22.976015
67,16740494,全聯實業股份有限公司,中和民德分公司,新北市中和區民德路187號地下1層,1,1040618,1100610,121.468592,24.999272
68,16740494,全聯實業股份有限公司,石岡豐勢分公司,臺中市石岡區豐勢路883、885號,1,1040713,1130509,120.761554,24.277221
69,16740494,全聯實業股份有限公司,基隆樂利分公司,基隆市安樂區樂利三街146、148號,1,1040713,1131105,121.717999,25.126667
70,16740494,全聯實業股份有限公司,大里新芳分公司,臺中市大里區新芳路1號,1,1040713,1070315,120.687507,24.1033
71,16740494,全聯實業股份有限公司,湖口民富分公司,新竹縣湖口鄉鳳凰村民富街26號,1,1040713,1130515,121.013096,24.871458
72,16740494,全聯實業股份有限公司,雲林口湖分公司,雲林縣口湖鄉湖東村中正路1段187號,1,1040717,1060615,120.183004,23.584074
73,16740494,全聯實業股份有限公司,鳳山頂豐分公司,高雄市鳳山區頂豐街21、23、25、27號,1,1040721,       ,120.356745,22.590074
74,16740494,全聯實業股份有限公司,旗津中洲分公司,高雄市旗津區中洲二路179-11號,1,1040722,1081206,120.289022,22.586307
76,16740494,全聯實業股份有限公司,中山松江分公司,臺北市中山區松江路318號,1,1040729,1051123,121.532888,25.060672
77,16740494,全聯實業股份有限公司,新竹自由分公司,新竹市東區自由路95巷38弄1號,1,1040730,1090513,120.978765,24.812674
78,16740494,全聯實業股份有限公司,龍潭中豐分公司,桃園市龍潭區中豐路293、295、297、299、301、303號,1,1040731,1060208,121.21161,24.87791
79,16740494,全聯實業股份有限公司,金門金湖分公司,金門縣金湖鎮新湖里塔后147、149號,1,1040804,1070427,118.408002,24.441286
80,16740494,全聯實業股份有限公司,苑裡世界分公司,苗栗縣苑裡鎮世界路1段91-13號,1,1040806,1141212,120.657217,24.439374
81,16740494,全聯實業股份有限公司,板橋莒光分公司,新北市板橋區莒光路217號地下1樓及227號地下1樓,1,1040813,1090103,121.474273,25.022728
82,16740494,全聯實業股份有限公司,嘉義梅山分公司,嘉義縣梅山鄉梅北村中山路332-5號,1,1040826,1090214,120.554202,23.585766
83,16740494,全聯實業股份有限公司,茄萣仁愛分公司,高雄市茄萣區仁愛路2段167號,1,1040826,1080708,120.184723,22.89725
84,16740494,全聯實業股份有限公司,中壢後興分公司,桃園市中壢區後興路1段168號,1,1040827,       ,121.24589,24.941661
85,16740494,全聯實業股份有限公司,台中河南分公司,臺中市西屯區河南路四段26號,1,1040901,1140509,120.635977,24.159592
86,16740494,全聯實業股份有限公司,關廟五甲分公司,臺南市關廟區南雄路1段1001號,1,1040917,1110905,120.328656,22.956054
87,16740494,全聯實業股份有限公司,三峽北大分公司,新北市樹林區學勤路209、211號,1,1040918,       ,121.385251,24.949147
88,16740494,全聯實業股份有限公司,內湖德安分公司,臺北市內湖區成功路4段30巷40號地下,1,1040922,1060802,121.59237,25.082967
89,16740494,全聯實業股份有限公司,台中龍門分公司,臺中市西屯區潮洋里黎明路2段866號,1,1041014,1090513,120.634047,24.162488
91,16740494,全聯實業股份有限公司,台中青海分公司,臺中市西屯區河南路2段466號,1,1041026,1100902,120.643443,24.170929
92,16740494,全聯實業股份有限公司,台中國安分公司,臺中市西屯區國安一路128號,1,1041027,1101103,120.612889,24.191682
93,16740494,全聯實業股份有限公司,平鎮環南分公司,桃園市平鎮區環南路3段67、69、71、73號,1,1041030,1130812,121.224676,24.9418
94,16740494,全聯實業股份有限公司,新竹關東分公司,新竹市東區光復路一段250號,1,1041103,1140808,121.020863,24.782086
95,16740494,全聯實業股份有限公司,蘆竹南昌分公司,桃園市蘆竹區福昌里3鄰南福街102號,1,1041106,1100706,121.292921,25.039282
96,16740494,全聯實業股份有限公司,台中東光分公司,臺中市北區東光路346、348號,1,1041110,       ,120.699882,24.160198
97,16740494,全聯實業股份有限公司,嘉義博愛分公司,嘉義市西區博愛路1段261號,1,1041111,1111207,120.4445,23.48712
98,16740494,全聯實業股份有限公司,板橋板新分公司,新北市板橋區中山路1段252號、254號、256號、258號、260號,1,1041113,1120407,121.471462,25.014502
99,16740494,全聯實業股份有限公司,旗山中華分公司,高雄市旗山區中華路31、33號,1,1041113,1130604,120.474565,22.872776
100,16740494,全聯實業股份有限公司,台南興南分公司,臺南市南區興南街200號,1,1041113,1131204,120.181462,22.921392
102,16740494,全聯實業股份有限公司,永安捷運分公司,新北市永和區中和路489號地下1樓,1,1041113,1130812,121.510414,25.00214
103,16740494,全聯實業股份有限公司,新竹香北分公司,新竹市香山區香北路58號,1,1041116,1101103,120.928005,24.79256
104,16740494,全聯實業股份有限公司,關山和平分公司,臺東縣關山鎮和平路1-20號、1-21號、1-22號,1,1041120,1130513,121.162238,23.043907
105,16740494,全聯實業股份有限公司,泰山全興分公司,新北市泰山區全興路101號,1,1041124,1050518,121.433646,25.0572
106,16740494,全聯實業股份有限公司,潮州光復分公司,屏東縣潮州鎮光復路179號,1,1041126,1120504,120.535557,22.538118
107,16740494,全聯實業股份有限公司,台南明興分公司,臺南市南區明興路53、55、57號,1,1041126,       ,120.184444,22.920411
108,16740494,全聯實業股份有限公司,花蓮壽豐分公司,花蓮縣壽豐鄉壽山路33、35號,1,1041130,1070611,121.507755,23.871089
109,16740494,全聯實業股份有限公司,林口麗都分公司,新北市林口區文化二路1段106、108號,1,1041130,1111103,121.376079,25.078727
110,16740494,全聯實業股份有限公司,基隆百三分公司,基隆市七堵區百三街107號1樓,1,1041201,       ,121.697636,25.081976
111,16740494,全聯實業股份有限公司,埤頭斗苑分公司,彰化縣埤頭鄉合興村斗苑西路179號,1,1041201,1120407,120.461147,23.891226
112,16740494,全聯實業股份有限公司,花蓮美崙分公司,花蓮縣花蓮市中美路113-6、113-7、113-8號,1,1041210,       ,121.626752,23.992646
113,16740494,全聯實業股份有限公司,文山福興分公司,臺北市文山區福興路62號,1,1041214,       ,121.55025,25.003764
114,16740494,全聯實業股份有限公司,竹北隘口分公司,新竹縣竹北市隘口六街57號,1,1041215,1141124,121.033316,24.803408
115,16740494,全聯實業股份有限公司,土城立仁分公司,新北市土城區立仁街42號地下1層,1,1041229,1110506,121.460572,24.982645
116,16740494,全聯實業股份有限公司,神岡中正分公司,臺中市神岡區中正路21號,1,1050104,1051220,120.657906,24.257338
117,16740494,全聯實業股份有限公司,三重捷運分公司,新北市三重區捷運路39、41號,1,1050104,1060802,121.483501,25.055201
118,16740494,全聯實業股份有限公司,台中三民分公司,臺中市中區三民路2段140號,1,1050115,1110321,120.680957,24.143574
119,16740494,全聯實業股份有限公司,苗栗銅鑼分公司,苗栗縣銅鑼鄉大同路51、53號,1,1050111,1051216,120.786584,24.490978
120,16740494,全聯實業股份有限公司,新莊中原分公司,新北市新莊區中原東路192、196號1~2樓,1,1050112,1130111,121.460325,25.054493
122,16740494,全聯實業股份有限公司,新莊中榮分公司,新北市新莊區中港路526、528號,1,1050114,1081112,121.45068,25.05917
123,16740494,全聯實業股份有限公司,台中太原分公司,臺中市北屯區太原路3段191之1號,1,1050114,1090416,120.691534,24.165147
124,16740494,全聯實業股份有限公司,中正牯嶺分公司,臺北市中正區板溪里和平西路一段52、54號,1,1050114,1140307,121.51908,25.026281
125,16740494,全聯實業股份有限公司,卓蘭昭永分公司,苗栗縣卓蘭鎮昭永路1號,1,1050114,1141210,120.826657,24.309757
126,16740494,全聯實業股份有限公司,新店中正分公司,新北市新店區中正路189巷2-1號,1,1050114,1081206,121.540167,24.972241
127,16740494,全聯實業股份有限公司,內湖南湖分公司,臺北市內湖區安湖里東湖路33巷19號地下一層,1,1050115,1131203,121.613275,25.069768
129,16740494,全聯實業股份有限公司,文山辛亥分公司,臺北市文山區興業里興隆路2段252號,1,1050115,1120107,121.554258,25.000682
131,16740494,全聯實業股份有限公司,大安樂利分公司,臺北市大安區樂利路89、91號,1,1050115,1120107,121.55244,25.024991
132,16740494,全聯實業股份有限公司,新莊豐年分公司,新北市新莊區豐年街21號,1,1050115,1050518,121.447339,25.030863
133,16740494,全聯實業股份有限公司,樹林樹德分公司,新北市樹林區樹德街35號,1,1050115,1110209,121.421605,24.991707
134,16740494,全聯實業股份有限公司,台中健行分公司,臺中市北區健行路447號,1,1050115,1140207,120.679768,24.158888
135,16740494,全聯實業股份有限公司,中和中正分公司,新北市中和區中正路80號,1,1050115,1090306,121.500424,24.993822
136,16740494,全聯實業股份有限公司,新店惠國分公司,新北市新店區中正路12、12-1、12-2號及12號地下層,1,1050115,1090416,121.53363,24.991178
137,16740494,全聯實業股份有限公司,大安居安分公司,臺北市大安區安和路2段88號,1,1050115,1120105,121.550484,25.028998
138,16740494,全聯實業股份有限公司,北投行義分公司,臺北市北投區永欣里行義路10巷2號,1,1050115,1050601,121.52645,25.124283
139,16740494,全聯實業股份有限公司,豐原三豐分公司,臺中市豐原區三豐路二段8號,1,1050115,1140206,120.720382,24.264402
140,16740494,全聯實業股份有限公司,中山德惠分公司,臺北市中山區新喜里吉林路413號1、2樓,1,1050115,1131106,121.530525,25.06642
141,16740494,全聯實業股份有限公司,永和警光分公司,新北市永和區竹林路168號地下1層、地下1層之1、地下1層之2,1,1050115,1100412,121.520287,25.010217
143,16740494,全聯實業股份有限公司,虎尾中正分公司,雲林縣虎尾鎮林森路2段23號,1,1050115,1050624,120.431174,23.707526
144,16740494,全聯實業股份有限公司,信義莊敬分公司,臺北市信義區莊敬路325巷58號,1,1050115,1070427,121.564881,25.028759
146,16740494,全聯實業股份有限公司,松山三民分公司,臺北市松山區富泰里三民路108號地下,1,1050115,1091230,121.563708,25.057546
147,16740494,全聯實業股份有限公司,天母天玉分公司,臺北市士林區天玉里天母西路3號地下,1,1050115,1060808,121.52927,25.118981
148,16740494,全聯實業股份有限公司,蘆洲民權分公司,新北市蘆洲區民族路31號,1,1050115,1110511,121.477371,25.085108
149,16740494,全聯實業股份有限公司,台中三和分公司,臺中市南屯區黎明路2段68、70號,1,1050118,1100201,120.634122,24.15934
151,16740494,全聯實業股份有限公司,新莊建中分公司,新北市新莊區建中街62號1樓,1,1050118,1070621,121.448252,25.037344
152,16740494,全聯實業股份有限公司,台中仁和分公司,臺中市南區國光路198號,1,1050118,1130704,120.678987,24.126556
153,16740494,全聯實業股份有限公司,大安泰順分公司,臺北市大安區泰順街45號,1,1050118,1090407,121.531296,25.022666
154,16740494,全聯實業股份有限公司,中山晴光分公司,臺北市中山區晴光里林森北路575-1、575-3、575-4、575-6、575-7、575-8、575-9號,1,1050119,1100616,121.525797,25.06513
155,16740494,全聯實業股份有限公司,台中水湳分公司,臺中市北屯區中清路2段392、398、406號,1,1050119,1091106,120.659914,24.193176
156,16740494,全聯實業股份有限公司,亞東捷運分公司,新北市板橋區南雅南路二段122-23號1樓,1,1050119,1141031,121.451894,24.997347
157,16740494,全聯實業股份有限公司,中山長春分公司,臺北市中山區長春路258巷6號,1,1050120,1140609,121.538918,25.054155
158,16740494,全聯實業股份有限公司,台中東海分公司,臺中市龍井區新興路87號,1,1050120,1130111,120.584835,24.18173
159,16740494,全聯實業股份有限公司,新埔捷運分公司,新北市板橋區文化路1段360號地下1層之31、32,1,1050120,1130513,121.468655,25.023422
160,16740494,全聯實業股份有限公司,長治潭頭分公司,屏東縣長治鄉新潭村潭頭路86號,1,1050125,1080211,120.525437,22.675609
161,16740494,全聯實業股份有限公司,台中大鵬分公司,臺中市西屯區大鵬路107號,1,1050127,1120710,120.663426,24.177952
162,16740494,全聯實業股份有限公司,信義松隆分公司,臺北市信義區松隆路125號,1,1050130,1050602,121.571873,25.046984
163,16740494,全聯實業股份有限公司,內湖葫洲分公司,臺北市內湖區民權東路6段296巷20號,1,1050205,1071107,121.606126,25.072251
164,16740494,全聯實業股份有限公司,宜蘭校舍分公司,宜蘭縣宜蘭市新東里校舍路116號,1,1050130,       ,121.761583,24.751479
165,16740494,全聯實業股份有限公司,中和宜安分公司,新北市中和區安平路109號,1,1050202,1050608,121.511544,24.997496
166,16740494,全聯實業股份有限公司,台中西屯分公司,臺中市西屯區西屯路三段157之1號,1,1050219,1140108,120.62034,24.186857
167,16740494,全聯實業股份有限公司,花蓮太昌分公司,花蓮縣花蓮市建國路2段262、266號,1,1050204,1070611,121.560042,23.997752
169,16740494,全聯實業股份有限公司,台中美村分公司,臺中市西區五權五街68號,1,1050216,1130408,120.662364,24.136745
170,16740494,全聯實業股份有限公司,苓雅正義分公司,高雄市苓雅區正義路248號,1,1050216,1110411,120.341078,22.63278
171,16740494,全聯實業股份有限公司,鳳山武營分公司,高雄市鳳山區武營路236號,1,1050217,1130606,120.337584,22.611324
173,16740494,全聯實業股份有限公司,北投吉利分公司,臺北市北投區吉利街125號1樓,1,1050224,       ,121.506737,25.118715
174,16740494,全聯實業股份有限公司,三民大昌二分公司,高雄市三民區大昌二路146號,1,1050223,1130703,120.332404,22.64432
176,16740494,全聯實業股份有限公司,大園和平分公司,桃園市大園區和平東路65號,1,1050226,1131105,121.199873,25.061848
177,16740494,全聯實業股份有限公司,高雄大樹分公司,高雄市大樹區新鎮路850、858、866號,1,1050316,       ,120.41761,22.656865
178,16740494,全聯實業股份有限公司,大甲民生分公司,臺中市大甲區民生路13號1樓,1,1050318,1110314,120.626943,24.346537
180,16740494,全聯實業股份有限公司,中埔中山分公司,嘉義縣中埔鄉和美村司公廍73-1、73-2、73-3、73-4號,1,1050328,1140206,120.469479,23.451658
181,16740494,全聯實業股份有限公司,淡水沙崙分公司,新北市淡水區大庄里沙崙路50號,1,1050328,1100414,121.422096,25.181742
182,16740494,全聯實業股份有限公司,台中松五分公司,臺中市北屯區松竹五路二段180、182、186號,1,1050328,1130905,120.713634,24.181906
184,16740494,全聯實業股份有限公司,中正南海分公司,臺北市中正區永昌里南海路100號、102號、102號地下,1,1050331,1111006,121.508259,25.028164
185,16740494,全聯實業股份有限公司,台南育安分公司,臺南市安南區育安街116、120號,1,1050406,1141009,120.215554,23.051264
186,16740494,全聯實業股份有限公司,內湖文德分公司,臺北市內湖區文德路212號地下1層,1,1050412,1120608,121.584047,25.07832
187,16740494,全聯實業股份有限公司,鳳山經武分公司,高雄市鳳山區經武路375、377號,1,1050414,1110905,120.36439,22.640988
188,16740494,全聯實業股份有限公司,松山民有分公司,臺北市松山區民權東路三段140巷15號,1,1050627,1140609,121.546741,25.0605
189,16740494,全聯實業股份有限公司,大安民榮分公司,臺北市大安區仁愛路3段24巷12號,1,1050628,1070314,121.535833,25.035215
190,16740494,全聯實業股份有限公司,士林蘭雅分公司,臺北市士林區蘭雅里德行東路109巷104號,1,1050713,1120309,121.528857,25.110956
191,16740494,全聯實業股份有限公司,員林員集分公司,彰化縣員林市中央里員集路2段269、271號,1,1050718,1110310,120.576072,23.941828
192,16740494,全聯實業股份有限公司,永靖中山分公司,彰化縣永靖鄉港西村永社路291號,1,1050714,1051025,120.546363,23.917027
193,16740494,全聯實業股份有限公司,中正同安分公司,臺北市中正區板溪里南昌路二段112號地下1樓,1,1050715,1140306,121.522173,25.025838
194,16740494,全聯實業股份有限公司,竹南公義分公司,苗栗縣竹南鎮大埔里公義路1146號,1,1050725,1140606,120.902054,24.71214
195,16740494,全聯實業股份有限公司,文山景美分公司,臺北市文山區景慶里羅斯福路六段218號地下1層,1,1050801,1131001,121.540634,24.992957
196,16740494,全聯實業股份有限公司,南投魚池分公司,南投縣魚池鄉魚池村魚池街539號,1,1050802,1130130,120.935188,23.898201
199,16740494,全聯實業股份有限公司,台中豐樂分公司,臺中市南屯區豐樂里文心南三路690、692號,1,1070830,1120503,120.635217,24.134522
200,16740494,全聯實業股份有限公司,平鎮貿五分公司,桃園市平鎮區貿易里貿五路12、18號,1,1070831,1130509,121.253075,24.927036
201,16740494,全聯實業股份有限公司,澎湖民權分公司,澎湖縣馬公市啟明里民權路51號,1,1070903,1140808,119.567359,23.564934
202,16740494,全聯實業股份有限公司,西螺福來分公司,雲林縣西螺鎮中興里中山路500號,1,1070904,1110905,120.450586,23.798797
203,16740494,全聯實業股份有限公司,基隆孝東分公司,基隆市信義區孝深里孝東路92號、96號、92號地下一層之1、92號地下一層之2,1,1070904,1080325,121.780238,25.12817
204,16740494,全聯實業股份有限公司,左營自由二分公司,高雄市左營區新上里自由二路325-1號,1,1070905,1121108,120.308052,22.663803
205,16740494,全聯實業股份有限公司,中和景德分公司,新北市中和區秀峰里景德街7號、9號1樓,1,1070905,1110407,121.518961,24.990691
206,16740494,全聯實業股份有限公司,台南永華分公司,臺南市安平區國平里華平路271、273、275、277號,1,1070906,1140108,120.17473,22.98998
207,16740494,全聯實業股份有限公司,岡山岡燕分公司,高雄市岡山區程香里岡燕路338號,1,1070906,1120905,120.307051,22.791025
208,16740494,全聯實業股份有限公司,鳳山保南分公司,高雄市鳳山區保安里保南二路207、209號,1,1070906,1130604,120.349531,22.596352
209,16740494,全聯實業股份有限公司,八德麻園分公司,桃園市八德區大華里介壽路二段333、335、339號,1,1070911,1140306,121.297769,24.948086
210,16740494,全聯實業股份有限公司,澎湖百麗分公司,澎湖縣馬公市東文里新店路398號,1,1071001,1090306,119.581828,23.562857
211,16740494,全聯實業股份有限公司,平鎮祥安分公司,桃園市平鎮區湧安里祥安街1號,1,1071003,1120911,121.203582,24.894219
212,16740494,全聯實業股份有限公司,天母中山北分公司,臺北市士林區天山里中山北路7段154巷6號1、2樓,1,1071005,1100308,121.532946,25.123448
214,16740494,全聯實業股份有限公司,內湖網球場分公司,臺北市內湖區寶湖里民權東路6段208號2樓,1,1071005,1080201,121.596695,25.067637
215,16740494,全聯實業股份有限公司,八德永豐分公司,桃園市八德區高明里永豐路560、562、564號,1,1071025,1130903,121.270375,24.976308
216,16740494,全聯實業股份有限公司,內埔昭勝分公司,屏東縣內埔鄉龍潭村24鄰昭勝路410號、412號,1,1071101,       ,120.601296,22.677513
217,16740494,全聯實業股份有限公司,桃園福元分公司,桃園市桃園區忠義里大業路1段136號,1,1071101,       ,121.316416,25.006745
218,16740494,全聯實業股份有限公司,基隆麥金分公司,基隆市安樂區麥金路201號地下1層之2、之3、之5,1,1071102,       ,121.721078,25.121578
219,16740494,全聯實業股份有限公司,台中永春東分公司,臺中市南屯區大興里永春東路148、150、152、156、158號,1,1071105,1110411,120.65187,24.13516
220,16740494,全聯實業股份有限公司,豐原向陽分公司,臺中市豐原區中陽里向陽路126、130號及130號地下樓之1、之2,1,1071105,       ,120.728133,24.251151
221,16740494,全聯實業股份有限公司,新竹延平分公司,新竹市北區客雅里延平路1段214巷10、12號,1,1071107,       ,120.952348,24.80593
222,16740494,全聯實業股份有限公司,永康中華西分公司,臺南市永康區安康里中華路735、737、739號,1,1071107,1120602,120.226815,23.017885
223,16740494,全聯實業股份有限公司,士林芝山分公司,臺北市士林區忠誠里忠誠路一段56號1樓,1,1071107,1090615,121.527012,25.1047
224,16740494,全聯實業股份有限公司,永靖新興分公司,彰化縣永靖鄉瑚璉村新興路53號,1,1071108,       ,120.55184,23.925526
225,16740494,全聯實業股份有限公司,鼓山新疆分公司,高雄市鼓山區忠正里新疆路91號,1,1071120,1080201,120.278194,22.656327
226,16740494,全聯實業股份有限公司,大里爽文分公司,臺中市大里區永隆里爽文路879號,1,1071204,       ,120.674749,24.109061
227,16740494,全聯實業股份有限公司,八德興豐分公司,桃園市八德區興仁里興豐路392、396、398號,1,1071206,       ,121.28928,24.929608
228,16740494,全聯實業股份有限公司,中和華夏分公司,新北市中和區工專路28、30號1樓,1,1071210,1130711,121.50824,24.9785
229,16740494,全聯實業股份有限公司,松山健康分公司,臺北市松山區自強里健康路243號地下一層,1,1071210,1140902,121.563301,25.054355
230,16740494,全聯實業股份有限公司,鼓山美術南分公司,高雄市鼓山區龍水里美術南三路231、233號,1,1080103,       ,120.282476,22.653867
231,16740494,全聯實業股份有限公司,左營文康分公司,高雄市左營區新光里文康路85號,1,1080110,1100610,120.303551,22.673072
232,16740494,全聯實業股份有限公司,數位服務分公司,臺北市中山區金泰里敬業四路33號8樓,1,1080306,1091006,121.558003,25.081043
233,16740494,全聯實業股份有限公司,新店中央分公司,新北市新店區中央里中央五街60號,1,1080307,       ,121.527603,24.975446
234,16740494,全聯實業股份有限公司,土城中州分公司,新北市土城區頂福里中州路28巷30號1樓及2樓,1,1080311,1110506,121.415178,24.958159
235,16740494,全聯實業股份有限公司,湖口中山分公司,新竹縣湖口鄉中正村中山路一段726、728號、溪南二街53號,1,1080322,       ,121.042706,24.899018
236,16740494,全聯實業股份有限公司,芎林文德分公司,新竹縣芎林鄉芎林村文德路38、40號,1,1080325,1130903,121.078721,24.778237
237,16740494,全聯實業股份有限公司,中和安邦分公司,新北市中和區連城里安邦街18號,1,1080326,       ,121.495974,24.997879
238,16740494,全聯實業股份有限公司,新竹關新西分公司,新竹市東區關新里關新西街163、165號,1,1080409,       ,121.01971,24.788421
239,16740494,全聯實業股份有限公司,竹北莊敬南分公司,新竹縣竹北市鹿場里莊敬南路125、127、129、131號,1,1080410,1090214,121.0202,24.81606
